Rarity,Set Name,Card Type,Pokemon Name,Market Price
Holo Rare,Team Magma vs Team Aqua,Pokemon,Rhydon,14.99
Holo Rare,Diamond and Pearl Promos,Pokemon,Lucario,14.97
Ultra Rare,Generations,Pokemon,Leafeon,14.96
Rare,POP Series 4,Pokemon,Flygon,14.95
Promo,XY Promos,Pokemon,Volcanion,14.93
Promo,XY Promos,Pokemon,Dialga,14.91
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Ponyta,14.9
Rare Ace,Plasma Blast,Pokemon,Not found,14.87
Shiny Holo Rare,Shining Legends,Pokemon,Genesect,14.87
Ultra Rare,SM - Celestial Storm,Pokemon,Articuno,14.85
Promo,XY Promos,Pokemon,Shaymin,14.82
Uncommon,Aquapolis,Pokemon,Scyther,14.77
Promo,WoTC Promo,Pokemon,Mewtwo,14.76
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Garbodor,14.75
Holo Rare,Diamond and Pearl Promos,Pokemon,Torterra,14.73
Holo Rare,HGSS Promos,Pokemon,Typhlosion,14.72
Rare,POP Series 2,Pokemon,Suicune,14.72
Common,Aquapolis,Pokemon,Eevee,14.71
Rare,Expedition,Pokemon,Venusaur,14.7
Holo Rare,Black and White Promos,Pokemon,Leafeon,14.7
Rare,Skyridge,Pokemon,Magcargo,14.69
Ultra Rare,Plasma Storm,Pokemon,Lugia,14.64
Promo,Jumbo Cards,Pokemon,Rayquaza,14.63
Rare,Gym Heroes,Pokemon,Raichu,14.63
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Rapidash,14.61
Promo,WoTC Promo,Pokemon,Meowth,14.58
Rare,Expedition,Pokemon,Feraligatr,14.57
Holo Rare,Team Rocket,Pokemon,Not found,14.57
Holo Rare,Team Magma vs Team Aqua,Pokemon,Sharpedo,14.56
Promo,SM Promos,Pokemon,Suicune,14.56
Holo Rare,Gym Heroes,Pokemon,Tentacruel,14.54
Ultra Rare,SM - Unified Minds,Pokemon,Raichu,14.52
Secret Rare,SWSH04: Vivid Voltage,Pokemon,Aegislash,14.5
Common,POP Series 6,Pokemon,Pikachu,14.49
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,14.45
Promo,SM Promos,Pokemon,Drampa,14.44
Holo Rare,Deck Exclusives,Pokemon,Ho-Oh,14.43
Promo,Miscellaneous Cards & Products,Pokemon,Meowth,14.42
Promo,SM Promos,Pokemon,Pikachu,14.36
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Zacian,14.34
Holo Rare,Unseen Forces,Pokemon,Unown,14.33
Promo,SM Promos,Pokemon,Pikachu,14.33
Secret Rare,SM - Burning Shadows,Pokemon,Lycanroc,14.33
Secret Rare,SM - Unbroken Bonds,Pokemon,Muk,14.31
Holo Rare,Call of Legends,Pokemon,Leafeon,14.28
Promo,Miscellaneous Cards & Products,Pokemon,Ponyta,14.28
Rare,Skyridge,Pokemon,Starmie,14.26
Promo,Jumbo Cards,Pokemon,Charizard,14.26
Ultra Rare,XY - Ancient Origins,Pokemon,Ampharos,14.26
Promo,Nintendo Promos,Pokemon,Mudkip,14.22
Promo,SM Promos,Pokemon,Pikachu,14.21
Promo,XY Promos,Pokemon,Palkia,14.18
Holo Rare,Deck Exclusives,Pokemon,Blastoise,14.16
Holo Rare,Fossil,Pokemon,Magneton,14.16
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Houndoom,14.15
Promo,SM Promos,Pokemon,Charizard,14.14
Promo,Jumbo Cards,Pokemon,Groudon,14.13
Holo Rare,Neo Genesis,Pokemon,Azumarill,14.11
Promo,Nintendo Promos,Pokemon,Kyogre,14.1
Holo Rare,Unseen Forces,Pokemon,Unown,14.09
Holo Rare,Deck Exclusives,Pokemon,Charizard,14.07
Promo,Best of Promos,Pokemon,Electabuzz,14.06
Secret Rare,SM - Cosmic Eclipse,Pokemon,Guzzlord,14.06
Promo,SM Promos,Pokemon,Articuno,14.05
Holo Rare,Black and White Promos,Pokemon,Vaporeon,14.04
Rare,Legends Awakened,Pokemon,Mesprit,14.03
Common,Expedition,Pokemon,Squirtle,14.03
Promo,SM Promos,Pokemon,Charizard,14.02
Ultra Rare,SWSH05: Battle Styles,Pokemon,Urshifu,14.01
Promo,XY Promos,Pokemon,Manaphy,13.99
Ultra Rare,SM - Burning Shadows,Pokemon,Charizard,13.97
Holo Rare,Delta Species,Pokemon,Latios,13.95
Rare,Team Rocket,Pokemon,Dragonite,13.94
Ultra Rare,HeartGold SoulSilver,Pokemon,Meganium,13.94
Promo,SM Promos,Pokemon,Magikarp,13.94
Ultra Rare,XY - Roaring Skies,Pokemon,Latios,13.93
Holo Rare,Legendary Treasures,Pokemon,Reshiram,13.92
Promo,Southern Islands,Pokemon,Butterfree,13.91
Ultra Rare,Legendary Treasures,Pokemon,Lugia,13.87
Promo,Alternate Art Promos,Pokemon,Jolteon,13.87
Uncommon,Neo Destiny,Pokemon,Vaporeon,13.86
Holo Rare,Arceus,Pokemon,Arceus,13.86
Secret Rare,SM - Unified Minds,Pokemon,Keldeo,13.86
Holo Rare,Holon Phantoms,Pokemon,Deoxys,13.85
Holo Rare,Generations,Pokemon,Zapdos,13.84
Holo Rare,Base Set 2,Pokemon,Chansey,13.83
Common,Skyridge,Pokemon,Haunter,13.82
Holo Rare,Base Set 2,Pokemon,Nidoking,13.82
Holo Rare,FireRed & LeafGreen,Pokemon,Rapidash,13.82
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Venusaur,13.81
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Guzzlord,13.79
Promo,XY Promos,Pokemon,Bronzong,13.76
Promo,Nintendo Promos,Pokemon,Piloswine,13.75
Rare,Skyridge,Pokemon,Magneton,13.73
Secret Rare,Platinum,Pokemon,Hitmonchan,13.73
Holo Rare,Deck Exclusives,Pokemon,Glaceon,13.72
Ultra Rare,Triumphant,Pokemon,Machamp,13.7
Promo,WoTC Promo,Pokemon,Pikachu,13.68
Promo,XY Promos,Pokemon,Blaziken,13.67
Promo,SM Promos,Pokemon,Oricorio,13.67
Uncommon,Legendary Treasures: Radiant Collection,Pokemon,Eevee,13.66
Secret Rare,SM - Guardians Rising,Pokemon,Kommo-o,13.65
Promo,Miscellaneous Cards & Products,Pokemon,Electabuzz,13.65
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Snorlax,13.65
Holo Rare,Rising Rivals,Pokemon,Darkrai,13.63
Holo Rare,Hidden Legends,Pokemon,Metagross,13.63
Promo,SM Promos,Pokemon,Solgaleo,13.61
Holo Rare,Unseen Forces,Pokemon,Houndoom,13.61
Promo,SM Promos,Pokemon,Eevee,13.6
Rare,Team Rocket Returns,Pokemon,Tyranitar,13.58
Ultra Rare,XY - Ancient Origins,Pokemon,Sceptile,13.58
Secret Rare,SM - Guardians Rising,Pokemon,Primarina,13.55
Ultra Rare,Dark Explorers,Pokemon,Entei,13.53
Promo,XY Promos,Pokemon,Tyranitar,13.51
Promo,SM Promos,Pokemon,Pikachu,13.5
Promo,XY Promos,Pokemon,Lugia,13.49
Promo,Jumbo Cards,Pokemon,Pikachu,13.49
Rare,Aquapolis,Pokemon,Steelix,13.49
Ultra Rare,SM - Unbroken Bonds,Pokemon,Muk,13.47
Promo,XY Promos,Pokemon,Kingdra,13.46
Promo,XY Promos,Pokemon,Pikachu,13.45
Rare,Neo Revelation,Pokemon,Not found,13.42
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Lycanroc,13.39
Secret Rare,SM - Ultra Prism,Pokemon,Xurkitree,13.36
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Zamazenta,13.34
Ultra Rare,Plasma Storm,Pokemon,Not found,13.33
Holo Rare,Deck Exclusives,Pokemon,Leafeon,13.33
Promo,SM Promos,Pokemon,Pikachu,13.33
Rare,Fossil,Pokemon,Dragonite,13.3
Holo Rare,Team Rocket Returns,Pokemon,Crobat,13.29
Secret Rare,SM - Cosmic Eclipse,Pokemon,Mimikyu,13.28
Holo Rare,Emerald,Pokemon,Sceptile,13.28
Promo,Miscellaneous Cards & Products,Pokemon,Charmander,13.26
Common,Expedition,Pokemon,Bulbasaur,13.25
Promo,McDonald's Promos 2018,Pokemon,Pikachu,13.24
Ultra Rare,SM - Forbidden Light,Pokemon,Lucario,13.24
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,13.23
Ultra Rare,SM Base Set,Pokemon,Espeon,13.2
Promo,SM Promos,Pokemon,Pikachu,13.13
Secret Rare,SM - Crimson Invasion,Pokemon,Exeggutor,13.12
Ultra Rare,SM - Unbroken Bonds,Pokemon,Charizard,13.11
Promo,SM Promos,Pokemon,Raikou,13.1
Promo,XY Promos,Pokemon,Arcanine,13.08
Rare,Sandstorm,Pokemon,Umbreon,13.07
Secret Rare,XY - Phantom Forces,Pokemon,Manectric,13.06
Promo,Southern Islands,Pokemon,Primeape,13.06
Ultra Rare,Stormfront,Pokemon,Regigigas,13.06
Holo Rare,Holon Phantoms,Pokemon,Latias,13.03
Promo,XY Promos,Pokemon,Sylveon,13.02
Ultra Rare,SWSH05: Battle Styles,Pokemon,Corviknight,13.01
Promo,WoTC Promo,Pokemon,Pikachu,13.0
Holo Rare,Rising Rivals,Pokemon,Flygon,13.0
Rare,Skyridge,Pokemon,Piloswine,12.99
Holo Rare,Delta Species,Pokemon,Salamence,12.99
Promo,Rumble,Pokemon,Diglett,12.99
Promo,Jumbo Cards,Pokemon,Natu,12.99
Promo,Nintendo Promos,Pokemon,Chimecho,12.99
Promo,Jumbo Cards,Pokemon,Jolteon,12.99
Promo,SM Promos,Pokemon,Pikachu,12.97
Ultra Rare,SWSH05: Battle Styles,Pokemon,Urshifu,12.96
Holo Rare,Nintendo Promos,Pokemon,Celebi,12.95
Uncommon,POP Series 4,Pokemon,Grovyle,12.94
Rare,Team Rocket Returns,Pokemon,Tyranitar,12.91
Rare,Aquapolis,Pokemon,Hypno,12.91
Holo Rare,Majestic Dawn,Pokemon,Articuno,12.89
Holo Rare,Dragon Frontiers,Pokemon,Heracross,12.88
Promo,Jumbo Cards,Pokemon,Raikou,12.88
Promo,Nintendo Promos,Pokemon,Chimecho,12.88
Holo Rare,Holon Phantoms,Pokemon,Flygon,12.88
Ultra Rare,Stormfront,Pokemon,Heatran,12.87
Promo,League & Championship Cards,Pokemon,Dragonite,12.86
Ultra Rare,XY - Primal Clash,Pokemon,Groudon,12.85
Ultra Rare,XY - Evolutions,Pokemon,Charizard,12.85
Holo Rare,Black and White Promos,Pokemon,Litwick,12.85
Holo Rare,Detective Pikachu,Pokemon,Charizard,12.84
Ultra Rare,SWSH05: Battle Styles,Pokemon,Empoleon,12.83
Holo Rare,Team Rocket,Pokemon,Not found,12.8
Holo Rare,Majestic Dawn,Pokemon,Glaceon,12.8
Promo,League & Championship Cards,Pokemon,Squirtle,12.78
Promo,League & Championship Cards,Pokemon,Delibird,12.77
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Lapras,12.75
Rare,Aquapolis,Pokemon,Quagsire,12.75
Rare,Expedition,Pokemon,Pichu,12.73
Holo Rare,Deoxys,Pokemon,Ludicolo,12.71
Promo,SM Promos,Pokemon,Pikachu,12.68
Rare,Neo Revelation,Pokemon,Suicune,12.67
Secret Rare,SM Base Set,Pokemon,Lunala,12.66
Secret Rare,Hidden Fates,Pokemon,Articuno,12.66
Promo,Jumbo Cards,Pokemon,Garchomp,12.64
Rare,Aquapolis,Pokemon,Donphan,12.64
Holo Rare,Nintendo Promos,Pokemon,Suicune,12.62
Holo Rare,Diamond and Pearl Promos,Pokemon,Dialga,12.61
Ultra Rare,XY - Primal Clash,Pokemon,Gardevoir,12.6
Ultra Rare,Triumphant,Pokemon,Electrode,12.59
Secret Rare,SM - Burning Shadows,Pokemon,Noivern,12.55
Ultra Rare,SM - Forbidden Light,Pokemon,Palkia,12.55
Common,Skyridge,Pokemon,Lapras,12.54
Rare,Base Set (Shadowless),Pokemon,Not found,12.51
Rare,Skyridge,Pokemon,Omastar,12.51
Holo Rare,Diamond and Pearl Promos,Pokemon,Regigigas,12.5
Promo,XY Promos,Pokemon,Absol,12.5
Holo Rare,Diamond and Pearl Promos,Pokemon,Giratina,12.5
Holo Rare,Secret Wonders,Pokemon,Gardevoir,12.49
Rare,Aquapolis,Pokemon,Ampharos,12.49
Uncommon,Team Rocket Returns,Pokemon,Gyarados,12.47
Promo,SM Promos,Pokemon,Eevee,12.44
Uncommon,Delta Species,Pokemon,Pikachu,12.43
Rare,Base Set (Shadowless),Pokemon,Not found,12.43
Common,Skyridge,Pokemon,Staryu,12.42
Rare,POP Series 1,Pokemon,Rayquaza,12.4
Rare,Base Set (Shadowless),Pokemon,Clefairy,12.4
Holo Rare,Gym Heroes,Pokemon,Vileplume,12.4
Promo,Miscellaneous Cards & Products,Pokemon,Squirtle,12.4
Rare,Base Set (Shadowless),Pokemon,Not found,12.4
Secret Rare,XY - Furious Fists,Pokemon,Heracross,12.39
Ultra Rare,SM - Forbidden Light,Pokemon,Necrozma,12.38
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Ditto,12.36
Secret Rare,SWSH01: Sword & Shield Base Set,Pokemon,Stonjourner,12.35
Ultra Rare,XY - Roaring Skies,Pokemon,Hydreigon,12.35
Holo Rare,Unseen Forces,Pokemon,Unown,12.32
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,12.3
Holo Rare,Dragon Frontiers,Pokemon,Ampharos,12.27
Secret Rare,SM - Celestial Storm,Pokemon,Electrode,12.25
Ultra Rare,XY - Roaring Skies,Pokemon,Rayquaza,12.25
Holo Rare,Secret Wonders,Pokemon,Flygon,12.25
Secret Rare,SM - Unified Minds,Pokemon,Heatran,12.24
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Zygarde,12.24
Ultra Rare,SM - Ultra Prism,Pokemon,Necrozma,12.24
Rare,Gym Heroes,Pokemon,Snorlax,12.23
Promo,Jumbo Cards,Pokemon,Mewtwo,12.21
Holo Rare,Holon Phantoms,Pokemon,Pidgeot,12.19
Holo Rare,Deck Exclusives,Pokemon,Dragonite,12.18
Holo Rare,Arceus,Pokemon,Arceus,12.18
Holo Rare,Arceus,Pokemon,Arceus,12.16
Promo,McDonald's Promos 2019,Pokemon,Eevee,12.15
Rare,Aquapolis,Pokemon,Primeape,12.13
Promo,League & Championship Cards,Pokemon,Glaceon,12.12
Holo Rare,Deck Exclusives,Pokemon,Machamp,12.1
Holo Rare,Rising Rivals,Pokemon,Luxray,12.1
Holo Rare,SM - Team Up,Pokemon,Yveltal,12.09
Promo,SM Promos,Pokemon,Blacephalon,12.09
Ultra Rare,XY - Flashfire,Pokemon,Charizard,12.08
Uncommon,Majestic Dawn,Pokemon,Unown,12.06
Promo,XY Promos,Pokemon,Rayquaza,12.05
Holo Rare,Neo Genesis,Pokemon,Kingdra,12.04
Holo Rare,Base Set 2,Pokemon,Clefable,12.04
Holo Rare,Unseen Forces,Pokemon,Poliwrath,12.02
Promo,Jumbo Cards,Pokemon,Blaziken,12.0
Promo,Nintendo Promos,Pokemon,Luxio,12.0
Holo Rare,Emerald,Pokemon,Deoxys,12.0
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Scyther,11.99
Rare,Skyridge,Pokemon,Magneton,11.99
Holo Rare,Team Rocket Returns,Pokemon,Octillery,11.99
Ultra Rare,XY - Primal Clash,Pokemon,Gardevoir,11.96
Ultra Rare,Dragon Majesty,Pokemon,Reshiram,11.96
Holo Rare,Call of Legends,Pokemon,Houndoom,11.96
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Decidueye,11.96
Holo Rare,Deoxys,Pokemon,Shedinja,11.94
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,11.94
Holo Rare,Neo Discovery,Pokemon,Hitmontop,11.92
Holo Rare,Arceus,Pokemon,Arceus,11.91
Promo,SM Promos,Pokemon,Regirock,11.9
Promo,SM Promos,Pokemon,Umbreon,11.87
Holo Rare,Platinum,Pokemon,Giratina,11.86
Ultra Rare,XY - BREAKthrough,Pokemon,Houndoom,11.85
Promo,Miscellaneous Cards & Products,Pokemon,Pikachu,11.84
Holo Rare,Hidden Legends,Pokemon,Walrein,11.84
Secret Rare,SM - Unbroken Bonds,Pokemon,Buzzwole,11.78
Rare Ace,Plasma Storm,Pokemon,Not found,11.75
Ultra Rare,Great Encounters,Pokemon,Cresselia,11.71
Rare,Neo Revelation,Pokemon,Raikou,11.7
Promo,Miscellaneous Cards & Products,Pokemon,Vulpix,11.7
Holo Rare,Team Rocket Returns,Pokemon,Jumpluff,11.7
Holo Rare,Majestic Dawn,Pokemon,Darkrai,11.68
Rare,Aquapolis,Pokemon,Lanturn,11.68
Promo,Southern Islands,Pokemon,Raticate,11.67
Ultra Rare,SM - Crimson Invasion,Pokemon,Gyarados,11.67
Holo Rare,Unseen Forces,Pokemon,Meganium,11.66
Holo Rare,Unseen Forces,Pokemon,Ampharos,11.65
Promo,Miscellaneous Cards & Products,Pokemon,Meowth,11.65
Holo Rare,Ruby and Sapphire,Pokemon,Delcatty,11.63
Promo,Miscellaneous Cards & Products,Pokemon,Rayquaza,11.62
Holo Rare,EX Battle Stadium,Pokemon,Gardevoir,11.62
Secret Rare,SM - Guardians Rising,Pokemon,Toxapex,11.61
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,11.6
Holo Rare,Unseen Forces,Pokemon,Unown,11.57
Secret Rare,SM - Celestial Storm,Pokemon,Banette,11.57
Promo,League & Championship Cards,Pokemon,Salamence,11.57
Ultra Rare,SM - Ultra Prism,Pokemon,Palkia,11.56
Rare,Neo Discovery,Pokemon,Tyranitar,11.56
Promo,League & Championship Cards,Pokemon,Garchomp,11.55
Holo Rare,Majestic Dawn,Pokemon,Leafeon,11.55
Promo,SM Promos,Pokemon,Passimian,11.54
Holo Rare,Ruby and Sapphire,Pokemon,Dustox,11.53
Promo,Jumbo Cards,Pokemon,Guzzlord,11.52
Uncommon,Base Set (Shadowless),Pokemon,Nidorino,11.52
Uncommon,Aquapolis,Pokemon,Growlithe,11.5
Promo,League & Championship Cards,Pokemon,Pumpkaboo,11.5
Rare,Legends Awakened,Pokemon,Uxie,11.5
Uncommon,POP Series 3,Pokemon,Combusken,11.5
Holo Rare,Delta Species,Pokemon,Beedrill,11.49
Holo Rare,Deck Exclusives,Pokemon,Gyarados,11.49
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Inteleon,11.49
Ultra Rare,SM - Forbidden Light,Pokemon,Xerneas,11.49
Promo,Black and White Promos,Pokemon,Gigalith,11.47
Promo,Jumbo Cards,Pokemon,Salamence,11.45
Promo,SM Promos,Pokemon,Eevee,11.45
Ultra Rare,SWSH05: Battle Styles,Pokemon,Urshifu,11.45
Uncommon,Expedition,Pokemon,Wartortle,11.45
Holo Rare,FireRed & LeafGreen,Pokemon,Butterfree,11.43
Ultra Rare,SM - Team Up,Pokemon,Ampharos,11.43
Holo Rare,FireRed & LeafGreen,Pokemon,Nidoking,11.43
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Lucario,11.41
Uncommon,Dark Explorers,Pokemon,Not found,11.41
Promo,Blister Exclusives,Pokemon,Umbreon,11.4
Promo,League & Championship Cards,Pokemon,Karrablast,11.4
Promo,XY Promos,Pokemon,Reshiram,11.4
Promo,XY Promos,Pokemon,Mew,11.39
Promo,WoTC Promo,Pokemon,Scyther,11.39
Holo Rare,FireRed & LeafGreen,Pokemon,Slowbro,11.36
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Silvally,11.36
Rare,Gym Challenge,Pokemon,Not found,11.35
Secret Rare,SM - Forbidden Light,Pokemon,Naganadel,11.34
Secret Rare,SM - Burning Shadows,Pokemon,Necrozma,11.34
Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Zarude,11.32
Holo Rare,Black and White Promos,Pokemon,Glaceon,11.32
Secret Rare,SM - Cosmic Eclipse,Pokemon,Volcarona,11.32
Rare,POP Series 3,Pokemon,Vaporeon,11.3
Ultra Rare,SM - Unified Minds,Pokemon,Tyranitar,11.28
Secret Rare,Champion's Path,Pokemon,Drednaw,11.28
Ultra Rare,Boundaries Crossed,Pokemon,Celebi,11.28
Holo Rare,Black and White Promos,Pokemon,Lilligant,11.26
Ultra Rare,XY - Roaring Skies,Pokemon,Shaymin,11.26
Rare BREAK,XY - Fates Collide,Pokemon,Lugia,11.22
Promo,XY Promos,Pokemon,Ho-Oh,11.2
Promo,XY Promos,Pokemon,Trevenant,11.2
Common,Skyridge,Pokemon,Not found,11.19
Common,Skyridge,Pokemon,Not found,11.18
Ultra Rare,XY - BREAKthrough,Pokemon,Mewtwo,11.18
Ultra Rare,SM - Unified Minds,Pokemon,Mawile,11.17
Rare,Aquapolis,Pokemon,Lanturn,11.17
Holo Rare,Delta Species,Pokemon,Starmie,11.16
Promo,Miscellaneous Cards & Products,Pokemon,Pikachu,11.15
Ultra Rare,SM - Unbroken Bonds,Pokemon,Zoroark,11.14
Rare,Gym Challenge,Pokemon,Jolteon,11.14
Common,Expedition,Pokemon,Squirtle,11.12
Rare,Majestic Dawn,Pokemon,Umbreon,11.12
Promo,League & Championship Cards,Pokemon,Snorlax,11.11
Ultra Rare,SWSH05: Battle Styles,Pokemon,Victini,11.1
Secret Rare,SM - Lost Thunder,Pokemon,Virizion,11.09
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Snorlax,11.05
Promo,SM Promos,Pokemon,Pikachu,11.02
Common,Skyridge,Pokemon,Weedle,11.02
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Dragapult,11.01
Promo,First Partner Pack,Pokemon,Pikachu,11.01
Promo,League & Championship Cards,Pokemon,Not found,11.0
Uncommon,Base Set (Shadowless),Pokemon,Dratini,11.0
Holo Rare,Call of Legends,Pokemon,Rayquaza,11.0
Uncommon,Delta Species,Pokemon,Squirtle,11.0
Ultra Rare,SM - Guardians Rising,Pokemon,Tapu Lele,10.99
Ultra Rare,Dark Explorers,Pokemon,Tornadus,10.97
Promo,Burger King Promos,Pokemon,Glaceon,10.97
Holo Rare,Deck Exclusives,Pokemon,Blastoise,10.97
Uncommon,Aquapolis,Pokemon,Gloom,10.96
Holo Rare,Base Set 2,Pokemon,Magneton,10.95
Promo,Jumbo Cards,Pokemon,Aerodactyl,10.95
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Blastoise,10.95
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Lycanroc,10.95
Ultra Rare,SM - Lost Thunder,Pokemon,Ninetales,10.93
Holo Rare,Team Rocket Returns,Pokemon,Azumarill,10.91
Promo,SM Promos,Pokemon,Oranguru,10.9
Ultra Rare,SM - Celestial Storm,Pokemon,Scizor,10.89
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Koffing,10.89
Ultra Rare,XY - BREAKthrough,Pokemon,Houndoom,10.88
Promo,SM Promos,Pokemon,Entei,10.86
Holo Rare,Dark Explorers,Pokemon,Blaziken,10.84
Secret Rare,SM - Burning Shadows,Pokemon,Salazzle,10.83
Promo,XY Promos,Pokemon,Jirachi,10.81
Holo Rare,Secret Wonders,Pokemon,Ampharos,10.8
Promo,SM Promos,Pokemon,Buzzwole,10.8
Holo Rare,Team Magma vs Team Aqua,Pokemon,Crawdaunt,10.79
Promo,Jumbo Cards,Pokemon,Ho-Oh,10.79
Promo,League & Championship Cards,Pokemon,Regigigas,10.78
Promo,SM Promos,Pokemon,Umbreon,10.77
Common,Generations: Radiant Collection,Pokemon,Charmeleon,10.76
Holo Rare,Unseen Forces,Pokemon,Unown,10.76
Ultra Rare,SM - Unbroken Bonds,Pokemon,Buzzwole,10.76
Secret Rare,SM - Guardians Rising,Pokemon,Wishiwashi,10.75
Common,Skyridge,Pokemon,Dugtrio,10.75
Secret Rare,SM - Guardians Rising,Pokemon,Vikavolt,10.75
Common,Skyridge,Pokemon,Abra,10.74
Promo,XY Promos,Pokemon,Ditto,10.73
Ultra Rare,Plasma Freeze,Pokemon,Heatran,10.72
Rare,Skyridge,Pokemon,Rhydon,10.71
Ultra Rare,SM - Unified Minds,Pokemon,Garchomp,10.69
Promo,XY Promos,Pokemon,Kyurem,10.68
Holo Rare,Emerald,Pokemon,Milotic,10.68
Ultra Rare,Dark Explorers,Pokemon,Kyogre,10.68
Uncommon,Aquapolis,Pokemon,Wooper,10.67
Promo,XY Promos,Pokemon,Charizard,10.67
Holo Rare,Rising Rivals,Pokemon,Jirachi,10.66
Common,Skyridge,Pokemon,Seel,10.64
Promo,League & Championship Cards,Pokemon,Suicune,10.64
Promo,Nintendo Promos,Pokemon,Grumpig,10.63
Ultra Rare,Generations: Radiant Collection,Pokemon,Gardevoir,10.62
Promo,Best of Promos,Pokemon,Sneasel,10.62
Secret Rare,SM - Burning Shadows,Pokemon,Tapu Fini,10.61
Ultra Rare,Generations,Pokemon,Vaporeon,10.6
Promo,Alternate Art Promos,Pokemon,Oshawott,10.6
Ultra Rare,Legendary Treasures: Radiant Collection,Pokemon,Shaymin,10.6
Holo Rare,Diamond and Pearl Promos,Pokemon,Arceus,10.58
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Zamazenta,10.58
Ultra Rare,XY - Primal Clash,Pokemon,Wailord,10.56
Common,Skyridge,Pokemon,Swinub,10.55
Promo,SM Promos,Pokemon,Espeon,10.54
Holo Rare,Base Set 2,Pokemon,Poliwrath,10.51
Promo,XY Promos,Pokemon,Shaymin,10.49
Promo,WoTC Promo,Pokemon,Arcanine,10.49
Ultra Rare,SWSH05: Battle Styles,Pokemon,Kricketune,10.48
Secret Rare,SM - Crimson Invasion,Pokemon,Guzzlord,10.48
Rare,Base Set (Shadowless),Pokemon,Not found,10.48
Holo Rare,Team Magma vs Team Aqua,Pokemon,Claydol,10.48
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Cinderace,10.46
Promo,League & Championship Cards,Pokemon,Blaziken,10.46
Uncommon,Team Rocket Returns,Pokemon,Not found,10.46
Holo Rare,HGSS Promos,Pokemon,Latias,10.46
Holo Rare,Call of Legends,Pokemon,Gyarados,10.45
Secret Rare,SM - Celestial Storm,Pokemon,Shiftry,10.44
Ultra Rare,SM - Unbroken Bonds,Pokemon,Lucario,10.44
Rare,Skyridge,Pokemon,Dewgong,10.43
Promo,SM Promos,Pokemon,Pikachu,10.43
Holo Rare,Deck Exclusives,Pokemon,Pikachu,10.43
Holo Rare,Boundaries Crossed,Pokemon,Blastoise,10.41
Secret Rare,SM - Guardians Rising,Pokemon,Turtonator,10.41
Secret Rare,SM - Cosmic Eclipse,Pokemon,Koffing,10.4
Holo Rare,Ruby and Sapphire,Pokemon,Mightyena,10.4
Ultra Rare,Generations,Pokemon,Blastoise,10.4
Promo,Jumbo Cards,Pokemon,Metagross,10.39
Promo,SM Promos,Pokemon,Pikachu,10.39
Promo,McDonald's Promos 2015,Pokemon,Pikachu,10.37
Ultra Rare,SM - Burning Shadows,Pokemon,Ho-Oh,10.36
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Nihilego,10.35
Rare,Gym Challenge,Pokemon,Ninetales,10.35
Holo Rare,Black and White Promos,Pokemon,Metagross,10.35
Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Ampharos,10.34
Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Togekiss,10.34
Holo Rare,Deoxys,Pokemon,Metagross,10.34
Ultra Rare,Triumphant,Pokemon,Yanmega,10.33
Promo,Jumbo Cards,Pokemon,Arcanine,10.32
Promo,SM Promos,Pokemon,Necrozma,10.31
Holo Rare,SM - Unbroken Bonds,Pokemon,Mew,10.3
Secret Rare,SM - Ultra Prism,Pokemon,Pheromosa,10.25
Uncommon,Gym Challenge,Pokemon,Not found,10.25
