Card Name,Rarity,Set Name,Card Type,Pokemon Name,Market Price
Mega Lopunny & Jigglypuff GX (Secret),Secret Rare,SM - Cosmic Eclipse,Pokemon,Jigglypuff,19.98
Sceptile,Rare,POP Series 4,Pokemon,Sceptile,19.97
Machamp,Holo Rare,Legend Maker,Pokemon,Machamp,19.95
Unown (!),Holo Rare,Unseen Forces,Pokemon,Unown,19.95
Scizor (Prime),Ultra Rare,Undaunted,Pokemon,Scizor,19.94
Sabrina's Abra,Promo,WoTC Promo,Pokemon,Abra,19.91
Togepi & Cleffa & Igglybuff GX,Promo,Alternate Art Promos,Pokemon,Cleffa,19.85
Milotic,Holo Rare,Hidden Legends,Pokemon,Milotic,19.84
Galarian Obstagoon (Secret),Secret Rare,SWSH04: Vivid Voltage,Pokemon,Obstagoon,19.81
Electabuzz,Secret Rare,Platinum,Pokemon,Electabuzz,19.78
Nidoking (Delta Species),Holo Rare,Dragon Frontiers,Pokemon,Nidoking,19.78
M Salamence EX - XY171,Promo,XY Promos,Pokemon,Salamence,19.75
Beedrill,Rare,Skyridge,Pokemon,Beedrill,19.74
Staraptor FB Lv.X,Ultra Rare,Supreme Victors,Pokemon,Staraptor,19.70
Kingdra ex (Delta Species),Ultra Rare,Dragon Frontiers,Pokemon,Kingdra,19.68
Dark Hypno (9),Holo Rare,Team Rocket,Pokemon,Hypno,19.64
M Blastoise EX (Full Art),Ultra Rare,XY - Evolutions,Pokemon,Blastoise,19.63
Dark Houndoom (5),Holo Rare,Team Rocket Returns,Pokemon,Houndoom,19.63
Lugia,Rare,POP Series 5,Pokemon,Lugia,19.57
Ninetales,Holo Rare,Base Set,Pokemon,Ninetales,19.51
Empoleon Lv.X,Holo Rare,Diamond and Pearl Promos,Pokemon,Empoleon,19.50
Grumpig,Holo Rare,Dragon,Pokemon,Grumpig,19.50
Jirachi,Holo Rare,Call of Legends,Pokemon,Jirachi,19.49
Jumpluff,Holo Rare,Neo Revelation,Pokemon,Jumpluff,19.49
Arcanine,Uncommon,Base Set (Shadowless),Pokemon,Arcanine,19.48
Alolan Ninetales GX,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Ninetales,19.47
Raichu - 41/147 (League Promo) [1st Place],Promo,League & Championship Cards,Pokemon,Raichu,19.46
Meganium (Prime),Holo Rare,HGSS Promos,Pokemon,Meganium,19.42
Machamp,Rare,Skyridge,Pokemon,Machamp,19.41
Shaymin EX - 77a/108,Promo,Alternate Art Promos,Pokemon,Shaymin,19.37
Absol G Lv.X,Ultra Rare,Supreme Victors,Pokemon,Absol,19.35
Team Aqua's Manectric (4),Holo Rare,Team Magma vs Team Aqua,Pokemon,Manectric,19.31
Brock's Rhydon,Holo Rare,Gym Heroes,Pokemon,Rhydon,19.31
Sudowoodo,Rare,Aquapolis,Pokemon,Sudowoodo,19.31
Umbreon - 10/90 (Cracked Ice Holo),Holo Rare,Deck Exclusives,Pokemon,Umbreon,19.31
Zapdos (15),Holo Rare,Fossil,Pokemon,Zapdos,19.28
Cacturne,Holo Rare,Sandstorm,Pokemon,Cacturne,19.27
Arceus - XY83,Promo,XY Promos,Pokemon,Arceus,19.27
Malamar - SM117 (Staff Prerelease Promo),Promo,SM Promos,Pokemon,Malamar,19.25
Blaziken GX (Full Art),Ultra Rare,SM - Celestial Storm,Pokemon,Blaziken,19.25
Dratini - 91/146 (City Championship Promo),Promo,League & Championship Cards,Pokemon,Dratini,19.25
Magikarp & Wailord GX (Full Art),Ultra Rare,SM - Team Up,Pokemon,Magikarp,19.22
Flygon GX (Secret),Secret Rare,SM - Cosmic Eclipse,Pokemon,Flygon,19.20
Butterfree VMAX (Secret),Secret Rare,SWSH03: Darkness Ablaze,Pokemon,Butterfree,19.19
Flapple - SWSH022 (Prerelease Promo) [Staff],Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Flapple,19.18
Espeon EX (Full Art),Ultra Rare,XY - BREAKpoint,Pokemon,Espeon,19.12
Ho-oh,Promo,WoTC Promo,Pokemon,Not found,19.11
Poliwrath (9),Holo Rare,Neo Discovery,Pokemon,Poliwrath,19.10
Dark Vileplume (13),Holo Rare,Team Rocket,Pokemon,Vileplume,19.09
Jirachi,Holo Rare,Unleashed,Pokemon,Jirachi,19.08
Ninetales,Holo Rare,HeartGold SoulSilver,Pokemon,Ninetales,19.04
Vileplume,Promo,Southern Islands,Pokemon,Vileplume,19.02
Kabutops (Delta Species),Holo Rare,Holon Phantoms,Pokemon,Kabuto,19.00
Ho-Oh ex (Non-Holo),Ultra Rare,POP Series 3,Pokemon,Ho-Oh,19.00
Team Aqua's Cacturne,Holo Rare,Team Magma vs Team Aqua,Pokemon,Cacturne,18.99
M Lucario EX,Promo,Alternate Art Promos,Pokemon,Lucario,18.95
Vaporeon (12),Holo Rare,Jungle,Pokemon,Vaporeon,18.94
Incineroar GX (Secret),Secret Rare,SM - Team Up,Pokemon,Incineroar,18.89
Bulbasaur (General Mills Promo),Promo,Miscellaneous Cards & Products,Pokemon,Bulbasaur,18.87
Mewtwo EX (158 Full Art),Ultra Rare,XY - BREAKthrough,Pokemon,Mewtwo,18.87
Entei,Rare,Aquapolis,Pokemon,Entei,18.82
Buried Fossil,Common,Skyridge,Pokemon,Not found,18.82
Vileplume (15),Holo Rare,Jungle,Pokemon,Vileplume,18.80
Ditto,Common,Skyridge,Pokemon,Ditto,18.80
Ninetales,Holo Rare,Base Set 2,Pokemon,Ninetales,18.79
Pikachu (Delta Species),Common,POP Series 5,Pokemon,Pikachu,18.78
Venomoth (13),Holo Rare,Jungle,Pokemon,Venomoth,18.77
Gardevoir GX (Secret),Secret Rare,SM - Burning Shadows,Pokemon,Gardevoir,18.70
Pikachu - 28/73 (General Mills Promo),Promo,Miscellaneous Cards & Products,Pokemon,Pikachu,18.70
Mew,Holo Rare,Nintendo Promos,Pokemon,Mew,18.66
Meganium (Delta Species),Holo Rare,Dragon Frontiers,Pokemon,Meganium,18.66
Milotic (Delta Species),Holo Rare,Dragon Frontiers,Pokemon,Milotic,18.66
Ampharos (Prime),Ultra Rare,HeartGold SoulSilver,Pokemon,Ampharos,18.62
Aerodactyl,Rare,Skyridge,Pokemon,Aerodactyl,18.60
Gardevoir EX (Secret),Secret Rare,XY - Steam Siege,Pokemon,Gardevoir,18.59
Dark Golbat (7),Holo Rare,Team Rocket,Pokemon,Golbat,18.58
Dark Dugtrio (6),Holo Rare,Team Rocket,Pokemon,Dugtrio,18.56
Aggron,Holo Rare,Legend Maker,Pokemon,Aggron,18.54
Ursaring (Prime),Ultra Rare,Unleashed,Pokemon,Ursaring,18.48
Lugia GX,Ultra Rare,SM - Lost Thunder,Pokemon,Lugia,18.45
Aggron,Holo Rare,Ruby and Sapphire,Pokemon,Aggron,18.43
Lycanroc GX (Secret),Secret Rare,SM - Guardians Rising,Pokemon,Lycanroc,18.43
Misty's Seadra,Holo Rare,Gym Heroes,Pokemon,Seadra,18.39
Nidoqueen - SM160 [Staff],Promo,SM Promos,Pokemon,Nidoqueen,18.38
Blastoise,Holo Rare,Platinum,Pokemon,Blastoise,18.30
Coalossal VMAX (Secret),Secret Rare,SWSH04: Vivid Voltage,Pokemon,Coalossal,18.21
Mudkip (10),Holo Rare,Nintendo Promos,Pokemon,Mudkip,18.16
Mawile GX (Secret),Secret Rare,SM - Unified Minds,Pokemon,Mawile,18.07
Gyarados EX (Full Art),Ultra Rare,XY - BREAKpoint,Pokemon,Gyarados,18.07
Venusaur,Holo Rare,Supreme Victors,Pokemon,Venusaur,18.05
Venusaur (67),Rare,Expedition,Pokemon,Venusaur,18.04
Slowking (Prime),Ultra Rare,Undaunted,Pokemon,Slowking,18.04
Shining Ho-Oh - SM70,Promo,SM Promos,Pokemon,Ho-Oh,18.03
Sylveon GX (Full Art),Ultra Rare,SM - Guardians Rising,Pokemon,Sylveon,18.02
M Tyranitar EX (92 Full Art),Ultra Rare,XY - Ancient Origins,Pokemon,Tyranitar,18.02
Reshiram - 17/116 (Cosmos Holo),Promo,Miscellaneous Cards & Products,Pokemon,Reshiram,18.00
Wartortle (State Championship Promo),Promo,League & Championship Cards,Pokemon,Wartortle,18.00
Ninetales,Promo,Rumble,Pokemon,Ninetales,18.00
Blaziken,Holo Rare,Emerald,Pokemon,Blaziken,18.00
Houndoom - SWSH090 (Prerelease Promo) [Staff],Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Houndoom,17.99
Kabutops (14),Rare,Skyridge,Pokemon,Kabuto,17.98
Tapu Koko GX (Secret),Secret Rare,SM - Guardians Rising,Pokemon,Tapu Koko,17.97
Magikarp,Common,Skyridge,Pokemon,Magikarp,17.95
Corviknight VMAX (Secret),Secret Rare,SWSH05: Battle Styles,Pokemon,Corviknight,17.90
Kadabra,Uncommon,Base Set (Shadowless),Pokemon,Kadabra,17.89
Gyarados (DP Stormfront),Holo Rare,Deck Exclusives,Pokemon,Gyarados,17.89
Zeraora GX (Full Art),Ultra Rare,SM - Lost Thunder,Pokemon,Zeraora,17.88
Eevee (City Championship Promo),Promo,League & Championship Cards,Pokemon,Eevee,17.88
Unown [X],Rare,Neo Destiny,Pokemon,Unown,17.86
Charizard EX,Ultra Rare,Generations,Pokemon,Charizard,17.84
Deoxys - 16/107 (Championship Promo),Promo,League & Championship Cards,Pokemon,Deoxys,17.81
Tapu Lele GX (Secret),Secret Rare,SM - Guardians Rising,Pokemon,Tapu Lele,17.79
Victini EX (131 Full Art),Ultra Rare,Plasma Storm,Pokemon,Victini,17.79
Piplup (Secret),Secret Rare,SM - Cosmic Eclipse,Pokemon,Piplup,17.78
Buck's Training - 130/146 (Prerelease Promo),Promo,Legends Awakened,Pokemon,Not found,17.75
Rocky Helmet (Secret),Secret Rare,Boundaries Crossed,Pokemon,Not found,17.75
Slowpoke & Psyduck GX (Full Art),Ultra Rare,SM - Unified Minds,Pokemon,Psyduck,17.74
Psyduck,Common,Aquapolis,Pokemon,Psyduck,17.73
Pikachu (French),Promo,Pikachu World Collection Promos,Pokemon,Pikachu,17.70
Umbreon GX (Full Art),Ultra Rare,SM Base Set,Pokemon,Umbreon,17.70
Pikachu (Korean),Promo,Pikachu World Collection Promos,Pokemon,Pikachu,17.67
Machamp,Holo Rare,Hidden Legends,Pokemon,Machamp,17.67
Aerodactyl,Holo Rare,Legend Maker,Pokemon,Aerodactyl,17.63
Dark Tyranitar (EX Team Rocket Returns),Holo Rare,Deck Exclusives,Pokemon,Tyranitar,17.61
Yanma (17),Holo Rare,Neo Discovery,Pokemon,Yanma,17.60
Forretress (2),Holo Rare,Neo Discovery,Pokemon,Forretress,17.59
Hoopa GX (Secret),Secret Rare,SM - Team Up,Pokemon,Hoopa,17.57
Coalossal (Secret),Secret Rare,SWSH03: Darkness Ablaze,Pokemon,Coalossal,17.52
Shaymin EX (94 Full Art),Ultra Rare,Next Destinies,Pokemon,Shaymin,17.51
Pikachu,Promo,McDonald's Promos 2017,Pokemon,Pikachu,17.50
Electivire (Prerelease Promo),Promo,HGSS Promos,Pokemon,Electivire,17.50
Hitmonchan,Promo,Best of Promos,Pokemon,Hitmonchan,17.50
Pikachu,Holo Rare,Black and White Promos,Pokemon,Pikachu,17.50
Mewtwo,Holo Rare,Legends Awakened,Pokemon,Mewtwo,17.50
Gengar,Rare,Stormfront,Pokemon,Gengar,17.46
Feraligatr (Delta Species),Holo Rare,Dragon Frontiers,Pokemon,Feraligatr,17.44
Poliwrath,Rare,Skyridge,Pokemon,Poliwrath,17.37
Arcanine,Holo Rare,Rising Rivals,Pokemon,Arcanine,17.34
Jirachi EX,Ultra Rare,Plasma Blast,Pokemon,Jirachi,17.31
Zekrom (Full Art Promo),Promo,XY Promos,Pokemon,Zekrom,17.31
Tornadus EX (Team Plasma) (114 Full Art),Ultra Rare,Plasma Freeze,Pokemon,Tornadus,17.27
Cobalion EX (133 Full Art),Ultra Rare,Plasma Storm,Pokemon,Cobalion,17.23
Hitmonchan,Holo Rare,Base Set,Pokemon,Hitmonchan,17.23
Mew - XY110,Promo,XY Promos,Pokemon,Mew,17.22
Light Dragonair,Rare,Neo Destiny,Pokemon,Dragonair,17.21
Galarian Darmanitan VMAX (Secret),Secret Rare,SWSH04: Vivid Voltage,Pokemon,Darmanitan,17.20
Deoxys (Delta Species - Attack Forme),Holo Rare,Holon Phantoms,Pokemon,Deoxys,17.20
Dawn Wings Necrozma GX (Secret Rare),Secret Rare,SM - Ultra Prism,Pokemon,Necrozma,17.17
Gengar,Holo Rare,Legend Maker,Pokemon,Gengar,17.17
Rocket's Scizor (Winner),Promo,Best of Promos,Pokemon,Scizor,17.16
Lanturn (Prime),Ultra Rare,Unleashed,Pokemon,Lanturn,17.12
Rowlet & Alolan Exeggutor GX (Secret),Secret Rare,SM - Unified Minds,Pokemon,Exeggutor,17.09
Tyranitar (66),Rare,Expedition,Pokemon,Tyranitar,17.08
Milotic V (Full Art),Ultra Rare,SWSH02: Rebel Clash,Pokemon,Milotic,17.06
Coalossal - SWSH024 (Prerelease Promo) [Staff],Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Coalossal,17.06
Jolteon,Rare,Skyridge,Pokemon,Jolteon,17.04
Jolteon,Holo Rare,Black and White Promos,Pokemon,Jolteon,17.04
Suicune,Rare,Aquapolis,Pokemon,Suicune,17.00
Typhlosion - 32/123 (Cosmos Holo),Holo Rare,Deck Exclusives,Pokemon,Typhlosion,16.99
Gardevoir,Holo Rare,Emerald,Pokemon,Gardevoir,16.99
Flareon EX,Ultra Rare,Generations: Radiant Collection,Pokemon,Flareon,16.97
Genesect GX (Secret),Secret Rare,SM - Lost Thunder,Pokemon,Genesect,16.96
Bulbasaur (Build-A-Bear Workshop Exclusive),Promo,Miscellaneous Cards & Products,Pokemon,Bulbasaur,16.95
Reshiram GX,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Reshiram,16.93
Flygon (Prerelease),Holo Rare,Black and White Promos,Pokemon,Flygon,16.93
Arceus Lv.X (95),Ultra Rare,Arceus,Pokemon,Arceus,16.92
Celebi (Prime),Ultra Rare,Triumphant,Pokemon,Celebi,16.92
Snubbull (Build-A-Bear Workshop Exclusive),Promo,Miscellaneous Cards & Products,Pokemon,Snubbull,16.90
Terrakion EX (121 Full Art),Ultra Rare,Dragons Exalted,Pokemon,Terrakion,16.89
Dark Gyarados (Prerelease Promo),Promo,WoTC Promo,Pokemon,Gyarados,16.88
Mewtwo (Delta Species),Rare,Holon Phantoms,Pokemon,Mewtwo,16.88
Zacian V (Full Art),Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Zacian,16.86
Honchkrow Lv.X,Ultra Rare,Secret Wonders,Pokemon,Honchkrow,16.79
Mewtwo Lv.X,Holo Rare,Diamond and Pearl Promos,Pokemon,Mewtwo,16.78
Marshadow GX (Secret),Secret Rare,SM - Burning Shadows,Pokemon,Marshadow,16.71
Noivern GX,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Noivern,16.71
Darkrai Lv.X,Holo Rare,Diamond and Pearl Promos,Pokemon,Darkrai,16.69
Arceus - XY116,Promo,XY Promos,Pokemon,Arceus,16.68
Bellossom,Holo Rare,Neo Genesis,Pokemon,Bellossom,16.67
Raikou,Rare,POP Series 2,Pokemon,Raikou,16.66
Mewtwo EX (Full Art),Ultra Rare,XY - Evolutions,Pokemon,Mewtwo,16.66
Copperajah VMAX (Secret),Secret Rare,SWSH02: Rebel Clash,Pokemon,Copperajah,16.59
Ledyba,Promo,Southern Islands,Pokemon,Ledyba,16.58
Togetic,Holo Rare,Team Rocket Returns,Pokemon,Togetic,16.57
Ash's Pikachu - SM109,Promo,SM Promos,Pokemon,Pikachu,16.57
Hitmonchan,Holo Rare,Base Set 2,Pokemon,Hitmonchan,16.55
Ho-Oh GX - SM80,Promo,SM Promos,Pokemon,Ho-Oh,16.54
Ho-oh,Rare,POP Series 5,Pokemon,Not found,16.50
Silvally GX (Secret),Secret Rare,SM - Cosmic Eclipse,Pokemon,Silvally,16.50
Lugia (EX Unseen Forces),Holo Rare,Deck Exclusives,Pokemon,Lugia,16.47
Pikachu,Promo,McDonald's Promos 2014,Pokemon,Pikachu,16.46
Electrode GX,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Electrode,16.45
Dark Celebi,Holo Rare,Hidden Legends,Pokemon,Celebi,16.44
Pikachu,Common,POP Series 5,Pokemon,Pikachu,16.44
Gengar (48),Rare,Expedition,Pokemon,Gengar,16.39
Flareon,Rare,POP Series 3,Pokemon,Flareon,16.39
M Aggron EX (154 Full Art),Ultra Rare,XY - Primal Clash,Pokemon,Aggron,16.39
Tyranitar V (Full Art),Ultra Rare,SWSH05: Battle Styles,Pokemon,Tyranitar,16.35
Ho-Oh EX (Full Art),Ultra Rare,XY - BREAKpoint,Pokemon,Ho-Oh,16.30
Eternatus VMAX,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Eternatus,16.25
Drapion Lv.X,Ultra Rare,Platinum,Pokemon,Drapion,16.24
Reshiram & Charizard GX - SM201 (SM Black Star Promo),Promo,Jumbo Cards,Pokemon,Charizard,16.24
Silvally GX (Full Art),Ultra Rare,SM - Cosmic Eclipse,Pokemon,Silvally,16.19
Charmander,Common,Base Set (Shadowless),Pokemon,Charmander,16.19
Mantyke,Uncommon,Diamond and Pearl,Pokemon,Mantyke,16.19
Tapu Koko VMAX (Secret),Secret Rare,SWSH05: Battle Styles,Pokemon,Tapu Koko,16.16
M Swampert EX,Promo,XY Promos,Pokemon,Swampert,16.07
The Rocket's Trap,Holo Rare,Gym Heroes,Pokemon,Not found,16.05
Charmeleon,Uncommon,Base Set (Shadowless),Pokemon,Charmeleon,16.05
Raichu,Holo Rare,FireRed & LeafGreen,Pokemon,Raichu,16.05
Alakazam,Holo Rare,Mysterious Treasures,Pokemon,Alakazam,16.03
Life Dew,Rare Ace,Plasma Freeze,Pokemon,Not found,16.02
Altaria GX,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Altaria,16.01
Ash-Greninja EX - XY133,Promo,XY Promos,Pokemon,Greninja,16.01
Blaziken (Holo),Holo Rare,EX Battle Stadium,Pokemon,Blaziken,16.00
Raichu - 27/99 (Prerelease Promo),Promo,Nintendo Promos,Pokemon,Raichu,16.00
Altaria GX (Secret),Secret Rare,Dragon Majesty,Pokemon,Altaria,15.99
Pikachu (1),Promo,WoTC Promo,Pokemon,Pikachu,15.99
Donphan (Prime),Ultra Rare,HeartGold SoulSilver,Pokemon,Donphan,15.99
Flygon,Promo,Nintendo Promos,Pokemon,Flygon,15.98
Rattata,Promo,Rumble,Pokemon,Rattata,15.94
Lickitung,Rare,Southern Islands,Pokemon,Lickitung,15.93
Ditto,Holo Rare,FireRed & LeafGreen,Pokemon,Ditto,15.90
Pikachu (Italian),Promo,Pikachu World Collection Promos,Pokemon,Pikachu,15.90
Gardevoir & Sylveon GX (204) (Full Art),Ultra Rare,SM - Unbroken Bonds,Pokemon,Gardevoir,15.86
Celebi & Venusaur GX (Full Art),Ultra Rare,SM - Team Up,Pokemon,Venusaur,15.85
M Alakazam EX (Full Art),Ultra Rare,XY - Fates Collide,Pokemon,Alakazam,15.85
Malamar VMAX (Secret),Secret Rare,SWSH02: Rebel Clash,Pokemon,Malamar,15.83
Venusaur - 3/108 (Cosmos Holo),Holo Rare,Blister Exclusives,Pokemon,Venusaur,15.81
Charizard EX - XY17,Promo,XY Promos,Pokemon,Charizard,15.79
Ho-oh,Holo Rare,Secret Wonders,Pokemon,Not found,15.78
Gyarados - XY109,Promo,XY Promos,Pokemon,Gyarados,15.76
Pikachu (Flying),Promo,Pikachu World Collection Promos,Pokemon,Pikachu,15.76
M Mewtwo EX (63),Ultra Rare,XY - BREAKthrough,Pokemon,Mewtwo,15.75
Shaymin,Holo Rare,Unleashed,Pokemon,Shaymin,15.74
Dialga Lv.X (DP37),Holo Rare,Diamond and Pearl Promos,Pokemon,Dialga,15.71
Tentacruel,Promo,Southern Islands,Pokemon,Tentacruel,15.68
Deoxys (Delta Species - Normal Forme),Holo Rare,Holon Phantoms,Pokemon,Deoxys,15.68
Virizion (Full Art),Ultra Rare,Noble Victories,Pokemon,Virizion,15.68
Deoxys (Delta Species - Speed Forme),Holo Rare,Holon Phantoms,Pokemon,Deoxys,15.67
Gigalith - 53/98 (Prerelease Promo) [Staff],Promo,Black and White Promos,Pokemon,Gigalith,15.66
Dragonite,Promo,WoTC Promo,Pokemon,Dragonite,15.66
Espeon,Holo Rare,Undaunted,Pokemon,Espeon,15.63
Rhyperior Lv.X,Holo Rare,Diamond and Pearl Promos,Pokemon,Rhyperior,15.61
Gardevoir VMAX (Secret),Secret Rare,Champion's Path,Pokemon,Gardevoir,15.60
Primal Kyogre EX (Alpha),Ultra Rare,XY - Primal Clash,Pokemon,Kyogre,15.60
Registeel - SM75 (Staff Prerelease Promo),Promo,SM Promos,Pokemon,Registeel,15.60
Skarmory,Holo Rare,Neo Genesis,Pokemon,Skarmory,15.59
Articuno,Holo Rare,Generations,Pokemon,Articuno,15.58
Aerodactyl GX (Secret),Secret Rare,SM - Unified Minds,Pokemon,Aerodactyl,15.57
Zygarde GX (Secret),Secret Rare,SM - Forbidden Light,Pokemon,Zygarde,15.52
Flapple VMAX (Secret),Secret Rare,SWSH05: Battle Styles,Pokemon,Flapple,15.52
Phione - SM220 (Prerelease Promo) [Staff],Promo,SM Promos,Pokemon,Phione,15.51
Dedenne GX (Full Art),Ultra Rare,SM - Unbroken Bonds,Pokemon,Dedenne,15.50
Jirachi,Amazing Rare,SWSH04: Vivid Voltage,Pokemon,Jirachi,15.49
M Venusaur EX (Full Art),Ultra Rare,XY - Evolutions,Pokemon,Venusaur,15.49
Pikachu Libre (30 - Holo),Common,XY Trainer Kit: Pikachu Libre & Suicune,Pokemon,Pikachu,15.44
Lt. Surge's Magneton,Holo Rare,Gym Heroes,Pokemon,Magneton,15.44
Piplup (Build-A-Bear Workshop Exclusive),Promo,Miscellaneous Cards & Products,Pokemon,Piplup,15.43
Ditto,Uncommon,Delta Species,Pokemon,Ditto,15.42
Charmander (98),Common,Expedition,Pokemon,Charmander,15.41
Bruxish - SM11 - Staff Prerelease Promo,Promo,SM Promos,Pokemon,Bruxish,15.41
Rayquaza,Amazing Rare,SWSH04: Vivid Voltage,Pokemon,Rayquaza,15.39
Eternatus V,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Eternatus,15.38
Vaporeon GX - SM172 (SM Black Star Promo),Promo,Jumbo Cards,Pokemon,Vaporeon,15.38
Raichu,Holo Rare,Power Keepers,Pokemon,Raichu,15.36
Detective Pikachu - SM190 (Stamped),Promo,SM Promos,Pokemon,Pikachu,15.36
Light Flareon,Uncommon,Neo Destiny,Pokemon,Flareon,15.34
Magnemite (7),Holo Rare,Neo Discovery,Pokemon,Magnemite,15.33
M Kangaskhan EX (109 Secret Rare),Secret Rare,XY - Flashfire,Pokemon,Kangaskhan,15.29
Tangrowth Lv.X,Ultra Rare,Arceus,Pokemon,Tangrowth,15.28
Morpeko VMAX (Secret),Secret Rare,SWSH01: Sword & Shield Base Set,Pokemon,Morpeko,15.28
Snorlax - SWSH068 (Prerelease Promo),Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Snorlax,15.25
Machamp GX (Secret),Secret Rare,SM - Burning Shadows,Pokemon,Machamp,15.23
Latias EX,Ultra Rare,Plasma Freeze,Pokemon,Latias,15.20
Regigigas Lv.X,Holo Rare,Diamond and Pearl Promos,Pokemon,Regigigas,15.20
Light Azumarill,Holo Rare,Neo Destiny,Pokemon,Azumarill,15.13
Ninetales,Rare,Aquapolis,Pokemon,Ninetales,15.09
Orbeetle VMAX (Secret),Secret Rare,SWSH04: Vivid Voltage,Pokemon,Orbeetle,15.05
Wailord,Holo Rare,Ruby and Sapphire,Pokemon,Wailord,15.05
Aggron EX (153 Full Art),Ultra Rare,XY - Primal Clash,Pokemon,Aggron,15.02
Kingdra (Delta Species),Holo Rare,Holon Phantoms,Pokemon,Kingdra,15.01
Starmie,Promo,Rumble,Pokemon,Starmie,15.00
Bibarel,Promo,Rumble,Pokemon,Bibarel,15.00
Darkrai - BW73 (BW Black Star Promos),Promo,Jumbo Cards,Pokemon,Darkrai,15.00
Feraligatr - 2/12 (Box Topper),Promo,Jumbo Cards,Pokemon,Feraligatr,15.00
Diancie - XY44 (XY Black Star Promo),Promo,Jumbo Cards,Pokemon,Diancie,15.00
Tropius - 52/111 (Prerelease Promo) [Staff],Promo,Nintendo Promos,Pokemon,Tropius,15.00
Palkia & Dialga Legends - 101+102 (Single Oversized Promo),Promo,Jumbo Cards,Pokemon,Dialga,14.99
Politoed - 7/95 (League Promo),Promo,League & Championship Cards,Pokemon,Politoed,14.99
Lapras GX (Secret),Secret Rare,SM Base Set,Pokemon,Lapras,14.99
Ivysaur - 35/100 (Prerelease Promo),Promo,Nintendo Promos,Pokemon,Ivysaur,14.99
Altaria (Prerelease Promo) [Staff],Holo Rare,Black and White Promos,Pokemon,Altaria,14.99
Mudkip - 33/160 (Sheen Holo),Promo,Miscellaneous Cards & Products,Pokemon,Mudkip,14.99
Team Magma's Rhydon (11),Holo Rare,Team Magma vs Team Aqua,Pokemon,Rhydon,14.99
Lucario Lv.X,Holo Rare,Diamond and Pearl Promos,Pokemon,Lucario,14.97
Leafeon EX,Ultra Rare,Generations,Pokemon,Leafeon,14.96
Flygon,Rare,POP Series 4,Pokemon,Flygon,14.95
Volcanion (XY Steam Siege Staff Prerelease),Promo,XY Promos,Pokemon,Volcanion,14.93
Dialga (Full Art Promo),Promo,XY Promos,Pokemon,Dialga,14.91
Galarian Ponyta,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Ponyta,14.90
Master Ball,Rare Ace,Plasma Blast,Pokemon,Not found,14.87
Shining Genesect,Shiny Holo Rare,Shining Legends,Pokemon,Genesect,14.87
Articuno GX (Full Art),Ultra Rare,SM - Celestial Storm,Pokemon,Articuno,14.85
Shaymin - XY115,Promo,XY Promos,Pokemon,Shaymin,14.82
Scyther (57),Uncommon,Aquapolis,Pokemon,Scyther,14.77
Mewtwo (Movie Promo),Promo,WoTC Promo,Pokemon,Mewtwo,14.76
Garbodor - SWSH025 (Prerelease Promo) [Staff],Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Garbodor,14.75
Torterra Lv.X,Holo Rare,Diamond and Pearl Promos,Pokemon,Torterra,14.73
Typhlosion (Prime),Holo Rare,HGSS Promos,Pokemon,Typhlosion,14.72
Suicune,Rare,POP Series 2,Pokemon,Suicune,14.72
Eevee,Common,Aquapolis,Pokemon,Eevee,14.71
Venusaur (68),Rare,Expedition,Pokemon,Venusaur,14.70
Leafeon,Holo Rare,Black and White Promos,Pokemon,Leafeon,14.70
Magcargo (18),Rare,Skyridge,Pokemon,Magcargo,14.69
Lugia EX (Team Plasma),Ultra Rare,Plasma Storm,Pokemon,Lugia,14.64
Rayquaza EX - XY69 (XY Black Star Promo),Promo,Jumbo Cards,Pokemon,Rayquaza,14.63
Lt. Surge's Raichu,Rare,Gym Heroes,Pokemon,Raichu,14.63
Galarian Rapidash,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Rapidash,14.61
Meowth,Promo,WoTC Promo,Pokemon,Meowth,14.58
Feraligatr (47),Rare,Expedition,Pokemon,Feraligatr,14.57
Rocket's Sneak Attack (16),Holo Rare,Team Rocket,Pokemon,Not found,14.57
Team Aqua's Sharpedo (5),Holo Rare,Team Magma vs Team Aqua,Pokemon,Sharpedo,14.56
Suicune - SM149 (Prerelease Promo),Promo,SM Promos,Pokemon,Suicune,14.56
Misty's Tentacruel,Holo Rare,Gym Heroes,Pokemon,Tentacruel,14.54
